cycle,(LPC outlet temperature) (◦R),(LPT outlet temperature) (◦R),(HPC outlet pressure) (psia),(HPC outlet Static pressure) (psia),(Ratio of fuel flow to Ps30) (pps/psia),(Bypass Ratio) ,(Bleed Enthalpy),(High-pressure turbines Cool air flow),(Low-pressure turbines Cool air flow),RUL
103,641.93,1403.32,554.04,47.2,521.86,8.4505,390,39.06,23.3906,98
104,642.35,1403.04,554.32,47.35,522.2,8.397,391,38.9,23.3719,97
105,641.81,1399.4,554.71,47.2,522.21,8.4489,393,39.01,23.4281,96
106,642.68,1401.0,554.37,47.33,522.04,8.3934,393,38.99,23.5181,95
107,641.9,1405.78,554.79,47.14,522.06,8.4203,391,38.98,23.3048,94
108,642.46,1396.02,554.53,47.18,522.43,8.444,394,38.83,23.5016,93
109,642.18,1406.15,554.2,47.51,522.14,8.4282,392,38.88,23.4369,92
110,642.03,1394.19,553.57,47.19,522.4,8.3732,392,38.88,23.3791,91
111,642.9,1398.69,554.72,47.03,522.63,8.3941,391,38.94,23.3019,90
112,642.69,1403.69,554.19,47.36,522.39,8.3856,393,38.85,23.3845,89
113,642.0,1401.6,554.66,47.18,521.89,8.4436,391,39.0,23.3882,88
114,642.03,1399.35,554.06,47.28,522.36,8.4107,393,38.86,23.3366,87
115,642.6,1400.65,554.71,47.24,521.72,8.4247,391,38.81,23.4275,86
116,642.53,1409.01,553.94,47.24,521.82,8.4003,394,38.98,23.3225,85
117,641.76,1402.37,554.35,47.49,521.9,8.3758,393,39.07,23.3912,84
118,642.31,1412.17,554.0,47.16,522.19,8.4304,393,38.86,23.3916,83
119,642.37,1397.87,554.56,47.12,521.91,8.4293,393,38.95,23.4278,82
120,642.01,1394.99,554.4,47.18,521.88,8.4111,394,38.89,23.4211,81
121,642.21,1398.53,554.55,47.48,521.92,8.4736,393,39.03,23.2865,80
122,642.55,1404.44,553.64,47.22,522.22,8.4564,395,38.92,23.3283,79
123,642.56,1398.36,553.52,47.41,522.51,8.3994,394,38.93,23.4026,78
124,642.42,1396.84,553.83,47.52,521.79,8.4077,392,38.86,23.3782,77
125,642.74,1402.64,554.35,47.31,522.01,8.4323,392,38.77,23.4928,76
126,642.68,1398.03,553.9,47.28,521.66,8.4223,392,38.99,23.2663,75
127,642.36,1403.56,554.1,47.25,522.3,8.4028,393,39.09,23.3348,74
128,642.43,1406.91,554.93,47.36,521.64,8.4079,392,38.97,23.3642,73
129,642.77,1399.03,553.8,47.4,522.08,8.4154,393,38.85,23.4363,72
130,642.6,1399.16,554.4,47.37,522.07,8.408,393,39.02,23.4145,71
131,642.25,1395.46,553.95,47.43,522.04,8.375,394,38.84,23.3274,70
132,642.15,1397.84,553.57,47.38,522.34,8.416,392,38.87,23.306,69
133,642.73,1406.84,554.48,47.28,521.8,8.4072,392,39.06,23.2638,68
134,642.61,1408.87,553.87,47.26,522.42,8.4193,391,38.97,23.3152,67
135,642.26,1397.92,553.79,47.49,522.14,8.3921,393,38.95,23.3671,66
136,642.57,1405.17,554.32,47.44,521.96,8.4226,392,38.75,23.3723,65
137,642.63,1404.57,554.2,47.26,521.37,8.4244,392,38.99,23.3045,64
138,642.6,1401.97,554.07,47.29,521.83,8.4119,391,38.85,23.4244,63
139,642.67,1405.55,554.29,47.16,522.16,8.4192,393,38.8,23.3646,62
140,642.9,1399.53,553.82,47.37,521.92,8.4102,393,39.06,23.4891,61
141,642.57,1402.76,554.32,47.29,522.24,8.4445,394,38.95,23.2601,60
142,642.15,1403.63,554.09,47.31,521.54,8.4111,394,38.87,23.2932,59
143,642.16,1405.24,554.33,47.43,522.49,8.4191,393,38.86,23.412,58
144,642.58,1405.62,553.87,47.38,521.85,8.4566,391,38.78,23.2728,57
145,642.16,1399.45,554.12,47.35,521.85,8.4392,392,38.86,23.2554,56
146,642.96,1405.57,553.96,47.5,522.19,8.438,392,38.91,23.3391,55
147,642.18,1404.5,554.07,47.37,522.08,8.4109,394,38.78,23.3047,54
148,641.94,1400.75,553.62,47.47,521.9,8.3997,393,38.77,23.3213,53
149,642.6,1401.45,554.24,47.05,522.38,8.4184,392,38.86,23.3484,52
150,642.32,1406.44,553.97,47.33,521.78,8.4054,392,38.98,23.2999,51
151,641.94,1407.19,553.95,47.41,522.21,8.4205,393,39.1,23.3506,50
152,642.65,1419.46,554.41,47.56,522.89,8.4164,394,38.89,23.172,49
153,642.2,1410.85,553.88,47.48,521.62,8.418,394,38.86,23.2934,48
154,642.66,1405.96,554.24,47.37,521.6,8.4437,395,38.71,23.2834,47
155,642.86,1411.51,553.61,47.46,522.01,8.4114,393,38.89,23.2729,46
156,642.68,1404.54,554.5,47.45,521.33,8.4406,394,38.8,23.3428,45
157,642.82,1401.39,554.36,47.5,522.01,8.4341,393,38.86,23.2617,44
158,642.61,1399.17,553.56,47.44,521.89,8.4119,392,38.89,23.2962,43
159,642.67,1401.96,554.01,47.41,521.28,8.4398,394,38.72,23.4176,42
160,642.47,1407.75,555.05,47.49,521.52,8.39,394,38.64,23.2255,41
161,642.96,1412.27,554.44,47.44,521.51,8.4236,393,38.76,23.2392,40
162,642.76,1411.12,553.91,47.65,521.97,8.4316,394,39.0,23.2257,39
163,642.64,1411.84,553.2,47.48,522.05,8.4667,393,38.75,23.282,38
164,643.05,1402.53,553.77,47.35,522.3,8.4182,392,38.76,23.3422,37
165,642.56,1411.15,553.75,47.65,521.93,8.4529,394,38.9,23.3964,36
166,642.96,1411.1,553.73,47.58,521.47,8.4258,393,38.89,23.3474,35
167,642.81,1403.24,554.35,47.51,520.92,8.4609,393,38.8,23.1219,34
168,642.77,1411.1,553.62,47.51,521.1,8.4335,395,38.8,23.3069,33
169,642.83,1404.33,554.16,47.39,521.84,8.4545,395,38.66,23.2603,32
170,642.61,1410.55,553.2,47.69,521.8,8.4699,394,38.8,23.2649,31
171,642.34,1418.0,552.79,47.83,521.36,8.4846,393,39.06,23.2852,30
172,643.07,1410.93,553.53,47.58,521.37,8.4565,393,38.78,23.2069,29
173,642.57,1403.42,553.84,47.51,521.43,8.4393,394,38.75,23.2196,28
174,642.57,1417.95,553.52,47.57,520.99,8.4596,393,38.73,23.2271,27
175,642.89,1412.09,552.79,47.45,521.28,8.4407,393,38.79,23.2424,26
176,643.16,1408.48,553.89,47.6,521.38,8.4672,395,38.78,23.2337,25
177,642.83,1408.22,553.54,47.43,521.46,8.4358,396,38.89,23.186,24
178,643.3,1407.18,552.79,47.72,521.66,8.4521,394,38.72,23.3195,23
179,643.01,1412.2,553.9,47.66,521.22,8.4385,394,38.73,23.2207,22
180,643.05,1406.19,553.86,47.5,521.24,8.4948,394,38.48,23.1341,21
181,643.23,1417.63,553.83,47.59,520.87,8.4468,395,38.91,23.1923,20
182,643.01,1416.51,552.95,47.59,520.88,8.4763,395,38.66,23.1898,19
183,643.07,1410.37,552.94,47.68,521.63,8.4718,394,38.61,23.2067,18
184,643.55,1415.55,553.87,47.76,521.04,8.4605,395,38.62,23.1689,17
185,643.2,1420.83,552.81,47.78,521.04,8.5005,393,38.63,23.1598,16
186,643.16,1415.44,552.4,47.66,521.29,8.4461,395,38.71,23.1954,15
187,643.55,1421.69,552.45,47.67,520.93,8.4938,395,38.79,23.168,14
188,642.83,1417.4,552.83,47.85,520.79,8.4992,395,38.46,23.2898,13
189,642.84,1418.62,552.84,47.9,521.39,8.4522,396,38.64,23.0994,12
190,643.73,1417.78,553.36,47.92,520.98,8.4987,396,38.52,23.1614,11
191,643.38,1423.1,552.52,47.89,520.79,8.4932,395,38.68,23.2104,10
192,643.23,1420.21,552.31,47.91,520.11,8.5037,396,38.68,23.1819,9
193,643.32,1427.4,552.36,47.91,520.78,8.498,396,38.67,23.0226,8
194,643.13,1418.42,552.36,48.08,521.07,8.4414,396,38.39,23.2319,7
195,642.7,1431.01,552.15,48.04,520.71,8.4908,396,38.54,23.1513,6
196,643.24,1424.02,551.75,47.85,520.59,8.4898,396,38.55,23.0542,5
197,643.42,1417.01,552.63,47.94,520.35,8.5095,396,38.51,23.181,4
198,643.46,1409.01,552.86,47.85,519.86,8.5206,397,38.49,23.1286,3
199,643.69,1429.19,551.71,47.82,520.5,8.5282,396,38.4,23.0677,2
200,643.4,1409.01,552.29,47.98,520.35,8.4968,397,38.43,23.1008,1
201,642.5,1428.43,552.3,48.11,520.28,8.5156,393,38.45,23.0284,0
1,641.92,1392.2,554.37,47.05,522.54,8.4039,391,39.04,23.5309,125
2,642.22,1392.03,554.76,47.2,523.04,8.3868,390,39.05,23.3106,125
3,642.16,1395.51,554.42,47.19,522.22,8.4422,392,39.01,23.5053,125
4,642.14,1388.15,554.19,47.11,522.51,8.3928,391,38.83,23.3314,125
5,642.13,1396.37,554.26,47.2,522.29,8.3879,392,39.06,23.4651,125
6,641.99,1394.91,554.48,47.03,522.36,8.383,390,39.08,23.3655,125
7,642.44,1394.26,555.06,47.22,522.87,8.3977,391,38.99,23.4053,125
8,641.61,1392.39,554.28,47.24,522.29,8.3813,391,39.18,23.4135,125
9,641.78,1401.27,554.27,47.04,522.29,8.3836,392,38.98,23.4868,125
10,642.02,1398.55,555.23,47.12,522.25,8.3644,392,38.93,23.3787,125
11,642.48,1400.69,553.8,47.16,522.62,8.3862,391,38.86,23.4401,125
12,642.2,1396.26,554.67,46.99,522.68,8.3809,392,39.03,23.4179,125
13,641.98,1395.18,554.77,47.18,522.03,8.3773,391,38.89,23.3528,125
14,642.03,1400.37,553.95,47.09,522.28,8.3997,393,39.12,23.3564,125
15,642.3,1393.99,554.72,47.18,522.69,8.4346,393,39.0,23.4487,125
16,641.87,1397.33,554.65,47.06,522.35,8.3577,392,39.0,23.4001,125
17,641.79,1400.99,554.62,47.03,522.61,8.4136,392,39.05,23.403,125
18,641.87,1395.47,554.67,47.32,522.07,8.3947,392,39.12,23.3682,125
19,642.29,1396.14,554.48,47.11,522.27,8.3858,391,39.14,23.4496,125
20,641.88,1397.1,554.12,47.23,522.42,8.3966,392,39.04,23.4002,125
21,642.14,1399.2,554.68,47.17,522.0,8.4168,391,38.88,23.4053,125
22,642.28,1397.3,554.96,47.14,522.04,8.3823,393,39.07,23.5493,125
23,642.36,1395.85,554.58,47.18,522.35,8.4085,392,38.87,23.4251,125
24,642.0,1393.75,554.92,47.33,522.84,8.3758,391,39.11,23.4183,125
25,642.76,1406.96,555.22,47.13,522.04,8.4141,391,39.05,23.4275,125
26,642.48,1392.6,555.23,47.12,522.41,8.4004,392,39.05,23.4433,125
27,642.17,1396.89,553.83,47.19,522.54,8.4325,392,38.84,23.3362,125
28,641.74,1392.56,555.02,47.13,522.41,8.3943,391,38.86,23.4076,125
29,641.47,1396.87,555.42,47.01,521.41,8.3982,391,39.19,23.4753,125
30,641.9,1402.48,554.46,47.31,522.49,8.3667,390,38.96,23.4173,125
31,642.2,1398.36,554.78,47.07,522.6,8.4126,391,38.94,23.53,125
32,641.84,1392.5,554.77,47.09,522.38,8.3925,391,38.87,23.3929,125
33,642.55,1396.54,554.63,47.16,522.44,8.3916,392,39.13,23.4095,125
34,642.52,1397.64,554.21,47.3,522.3,8.4214,390,39.0,23.5233,125
35,642.0,1399.6,554.18,47.01,522.79,8.404,392,38.89,23.4587,125
36,641.46,1396.29,554.43,47.12,521.94,8.3686,392,38.99,23.4019,125
37,641.97,1398.36,554.34,47.19,522.0,8.3769,392,39.08,23.4904,125
38,642.2,1397.83,555.12,47.29,522.7,8.4265,390,39.13,23.3119,125
39,642.78,1390.9,554.76,47.09,522.74,8.434,390,39.11,23.4868,125
40,642.12,1393.76,554.21,47.15,522.46,8.4005,391,39.24,23.4566,125
41,641.64,1393.32,554.62,47.2,522.13,8.3954,392,39.02,23.4643,125
42,641.48,1398.05,554.76,47.11,522.59,8.4149,392,39.09,23.4383,125
43,642.67,1401.83,554.0,47.1,522.41,8.3808,390,39.08,23.4559,125
44,642.14,1399.42,554.22,47.16,522.19,8.4043,391,39.08,23.4762,125
45,642.03,1398.18,554.73,47.21,522.61,8.4005,391,38.87,23.5226,125
46,642.03,1398.27,555.18,47.15,522.55,8.4128,393,38.9,23.4497,125
47,642.08,1393.94,554.03,47.08,522.52,8.3769,390,38.87,23.4684,125
48,641.97,1402.0,554.64,47.05,522.61,8.3727,391,39.04,23.3365,125
49,642.24,1398.39,554.84,47.22,522.46,8.4097,392,38.99,23.4203,125
50,641.87,1400.5,554.45,46.96,521.95,8.4012,392,39.08,23.284,125
51,642.2,1395.73,554.68,47.21,521.94,8.3834,392,38.95,23.4952,125
52,641.76,1401.12,554.26,47.19,522.62,8.4213,392,38.97,23.3672,125
53,641.76,1397.38,554.83,47.37,521.88,8.4318,391,39.04,23.4324,125
54,641.84,1402.76,554.51,47.08,522.11,8.4085,393,39.02,23.5017,125
55,641.76,1398.77,553.48,47.19,522.52,8.4008,390,39.15,23.411,125
56,642.21,1396.86,555.25,47.34,522.74,8.3742,391,39.01,23.4886,125
57,641.82,1400.77,554.07,47.37,522.27,8.4309,391,38.99,23.5059,125
58,642.15,1398.42,554.3,47.11,521.66,8.4264,391,39.06,23.4623,125
59,642.3,1401.01,553.85,47.16,522.12,8.4061,392,38.96,23.3828,125
60,642.04,1402.06,554.41,47.16,521.63,8.3983,391,39.11,23.3808,125
61,642.28,1393.03,554.39,47.17,522.37,8.3614,391,38.96,23.4592,125
62,642.52,1400.1,554.15,47.1,522.29,8.4175,392,39.14,23.3774,125
63,641.54,1397.06,554.3,47.18,521.81,8.3939,393,38.96,23.347,125
64,642.17,1398.52,554.38,47.14,522.32,8.3747,393,39.0,23.3957,125
65,642.34,1400.65,554.44,47.22,522.2,8.4073,390,39.11,23.4998,125
66,641.95,1399.24,554.45,47.35,522.43,8.3896,391,39.08,23.2852,125
67,642.04,1407.4,555.01,47.15,522.4,8.3763,390,39.15,23.3072,125
68,641.8,1404.08,554.6,47.15,522.45,8.4128,393,39.07,23.4226,125
69,642.21,1393.64,554.58,47.35,522.4,8.3909,392,38.98,23.3893,125
70,642.01,1395.29,554.21,47.36,522.16,8.4323,391,38.95,23.4108,125
71,641.76,1394.25,554.25,47.32,522.16,8.3968,392,38.95,23.4043,125
72,642.18,1404.12,554.18,47.28,522.41,8.4125,391,39.03,23.4884,125
73,641.96,1401.15,554.78,47.13,522.0,8.4101,392,39.03,23.3465,125
74,642.17,1399.61,553.9,47.29,522.39,8.3907,391,39.15,23.4227,125
75,642.01,1394.16,554.36,47.4,522.1,8.3964,391,39.04,23.4063,125
76,641.99,1397.09,554.1,47.22,522.23,8.3948,392,38.92,23.3491,125
77,642.4,1405.17,553.99,47.11,522.27,8.4383,390,39.21,23.4455,125
78,642.24,1398.63,554.52,47.08,522.11,8.3686,393,38.96,23.3141,125
79,642.02,1400.71,554.43,47.15,522.25,8.3921,393,39.06,23.402,125
80,642.1,1398.55,554.4,47.25,522.65,8.3808,392,38.99,23.4124,125
81,641.88,1398.36,555.04,47.37,522.78,8.4191,392,39.12,23.3725,125
82,642.19,1397.04,554.45,47.37,522.23,8.3831,393,38.91,23.4507,125
83,641.98,1406.27,554.32,47.25,521.43,8.405,393,39.13,23.3634,125
84,642.27,1397.59,554.37,47.2,522.24,8.4156,391,39.02,23.4405,125
85,642.01,1391.74,553.68,47.07,521.95,8.4053,393,38.85,23.3716,125
86,641.96,1404.97,554.5,47.28,522.32,8.4102,391,39.02,23.4268,125
87,642.37,1403.75,554.47,47.34,521.97,8.3795,393,39.08,23.4142,125
88,642.71,1400.55,554.17,47.41,521.89,8.4272,391,39.1,23.438,125
89,642.5,1390.62,554.48,47.38,522.2,8.4068,391,38.97,23.3878,125
90,641.95,1397.14,554.19,47.18,522.03,8.3906,390,39.15,23.3961,125
91,642.52,1400.69,554.7,47.34,521.86,8.3872,391,38.87,23.482,125
92,641.98,1399.88,554.59,47.11,522.0,8.4008,390,38.97,23.3861,125
93,641.98,1397.2,553.9,47.28,521.96,8.4436,391,38.87,23.3703,125
94,642.06,1393.72,554.45,47.38,522.49,8.4245,391,39.16,23.3878,125
95,642.2,1403.99,554.39,47.33,522.26,8.401,391,39.02,23.3446,125
96,642.09,1411.03,554.38,47.23,522.21,8.4467,393,39.12,23.4229,125
97,641.85,1401.74,553.86,47.31,522.13,8.3906,391,38.97,23.3372,125
98,642.17,1396.65,554.22,47.35,522.03,8.43,392,39.03,23.3509,124
99,641.76,1396.87,554.62,47.2,522.05,8.3935,390,38.99,23.4015,123
100,641.88,1400.67,554.61,47.33,522.25,8.4226,392,39.0,23.3896,122
101,641.86,1400.21,554.57,47.08,522.56,8.3962,391,39.02,23.3689,121
102,642.25,1394.62,553.74,47.27,522.74,8.4215,391,39.13,23.3827,120
103,642.16,1396.52,552.98,47.3,522.45,8.3673,393,39.24,23.3669,119
104,642.3,1404.78,554.25,47.33,521.71,8.399,391,38.99,23.3468,118
105,642.75,1401.84,554.06,47.28,522.03,8.417,390,38.92,23.4241,117
106,642.16,1402.81,554.91,47.27,522.21,8.3985,393,38.98,23.434,116
107,642.02,1397.62,554.11,47.34,522.07,8.3942,393,38.86,23.4195,115
108,642.3,1401.12,554.92,47.21,521.88,8.4003,392,38.9,23.3515,114
109,642.28,1394.11,554.48,47.24,521.9,8.4071,391,39.11,23.4203,113
110,642.12,1391.63,553.8,47.28,522.01,8.3784,392,38.77,23.2628,112
111,642.72,1401.29,554.4,47.32,521.85,8.4018,393,38.85,23.3332,111
112,642.31,1395.02,554.35,47.47,522.16,8.4453,391,38.84,23.3309,110
113,642.25,1405.91,554.39,47.12,522.21,8.4206,392,38.94,23.4222,109
114,642.21,1404.12,553.97,47.5,521.97,8.3965,390,39.12,23.4305,108
115,642.38,1398.42,553.87,47.36,521.82,8.4124,393,39.02,23.3331,107
116,641.97,1395.43,554.09,47.29,522.37,8.4065,392,39.01,23.4308,106
117,642.24,1400.54,554.26,47.41,521.92,8.3974,393,39.02,23.4015,105
118,642.43,1398.75,554.21,47.26,521.83,8.4064,394,38.95,23.3918,104
119,641.95,1407.73,554.16,47.25,522.14,8.4205,393,39.05,23.405,103
120,641.49,1407.15,553.94,47.33,522.05,8.4094,392,38.78,23.3621,102
121,642.33,1400.88,554.63,47.23,522.2,8.3756,393,39.07,23.3001,101
122,642.23,1401.57,553.27,47.39,521.7,8.4063,393,39.04,23.4073,100
123,642.45,1398.32,553.6,47.22,522.01,8.4217,392,38.97,23.349,99
124,642.8,1398.1,553.94,47.35,521.85,8.3927,394,39.03,23.4573,98
125,642.14,1403.73,554.05,47.25,521.14,8.4294,392,39.0,23.4689,97
126,642.36,1403.2,553.62,47.29,522.07,8.4022,392,39.05,23.2746,96
127,642.5,1407.6,553.69,47.28,521.77,8.4408,391,38.86,23.4063,95
128,642.54,1406.54,554.34,47.32,522.52,8.4381,393,38.83,23.278,94
129,642.4,1409.07,553.97,47.53,522.08,8.447,394,38.77,23.42,93
130,642.68,1402.57,553.71,47.36,521.67,8.4216,393,38.98,23.2849,92
131,642.33,1406.11,554.29,47.31,522.2,8.4148,393,38.91,23.3875,91
132,642.24,1399.05,554.65,47.28,521.88,8.4272,392,38.91,23.2849,90
133,642.29,1401.1,554.14,47.34,521.5,8.426,391,38.87,23.2754,89
134,642.39,1405.37,554.64,47.33,521.93,8.4142,391,38.79,23.3171,88
135,643.1,1404.34,554.09,47.25,521.72,8.4204,392,38.94,23.4018,87
136,642.33,1406.33,554.32,47.37,521.64,8.4042,392,38.83,23.2836,86
137,641.63,1401.27,553.34,47.36,522.03,8.4356,393,38.79,23.3492,85
138,642.49,1398.91,553.86,47.39,522.14,8.4093,393,38.97,23.2848,84
139,642.13,1398.62,553.22,47.23,521.7,8.4271,393,39.03,23.365,83
140,642.77,1404.24,554.18,47.5,522.31,8.4322,392,38.83,23.2991,82
141,642.71,1403.74,554.28,47.36,521.84,8.4452,393,38.93,23.2287,81
142,642.73,1409.85,553.99,47.42,521.59,8.4151,392,39.19,23.3992,80
143,642.7,1396.72,553.46,47.33,521.63,8.3714,392,38.92,23.3964,79
144,642.06,1408.86,553.87,47.24,521.68,8.4367,393,38.9,23.3516,78
145,641.86,1405.49,553.08,47.25,521.86,8.4073,394,38.86,23.3025,77
146,642.52,1402.77,554.35,47.48,521.82,8.4293,393,39.0,23.2802,76
147,642.2,1406.56,553.66,47.34,521.91,8.3949,393,38.87,23.272,75
148,642.71,1405.34,553.95,47.5,521.46,8.4193,394,39.01,23.2474,74
149,642.25,1412.16,553.25,47.4,521.75,8.4226,392,39.01,23.3276,73
150,642.04,1404.69,553.27,47.14,521.96,8.4132,392,38.9,23.3295,72
151,642.24,1404.88,553.78,47.44,521.09,8.4209,393,38.79,23.4082,71
152,643.25,1405.32,553.65,47.46,521.32,8.4394,391,38.76,23.3469,70
153,641.89,1405.5,553.75,47.39,521.59,8.4277,393,38.74,23.2773,69
154,642.02,1402.71,554.41,47.52,521.92,8.413,391,38.94,23.2698,68
155,642.79,1408.72,553.47,47.54,521.11,8.3938,395,38.79,23.3395,67
156,642.78,1407.74,552.67,47.42,521.56,8.4413,392,38.73,23.317,66
157,642.53,1416.64,553.41,47.46,521.88,8.469,394,38.95,23.359,65
158,643.13,1408.22,552.72,47.72,521.22,8.38,395,38.72,23.3428,64
159,642.89,1402.67,553.4,47.58,521.42,8.4525,394,38.94,23.2766,63
160,642.65,1413.52,553.69,47.64,521.65,8.4452,392,38.75,23.341,62
161,642.56,1407.85,553.41,47.49,521.38,8.4318,393,38.93,23.4176,61
162,642.9,1402.84,553.92,47.65,521.46,8.4198,394,38.89,23.3038,60
163,642.9,1408.02,553.58,47.59,521.69,8.4272,394,38.67,23.2768,59
164,643.22,1410.26,553.41,47.58,521.06,8.472,394,38.66,23.3359,58
165,642.72,1404.07,553.15,47.75,521.27,8.4232,392,38.93,23.3933,57
166,643.41,1414.65,553.55,47.52,521.37,8.4905,394,38.89,23.2987,56
167,642.85,1407.49,553.53,47.69,521.16,8.449,392,38.82,23.1952,55
168,642.85,1405.85,553.0,47.63,521.56,8.4502,392,38.83,23.2959,54
169,642.54,1414.28,553.93,47.54,521.03,8.4788,393,38.91,23.2665,53
170,642.53,1415.82,553.9,47.68,521.41,8.4789,394,38.79,23.3488,52
171,642.5,1413.44,553.7,47.58,521.55,8.4055,392,38.88,23.3681,51
172,642.9,1414.09,553.12,47.49,521.11,8.4514,393,38.8,23.2291,50
173,642.74,1414.52,552.65,47.55,520.94,8.4217,396,38.8,23.3128,49
174,642.68,1409.5,553.71,47.63,521.22,8.4412,394,38.78,23.2552,48
175,642.78,1412.11,552.42,47.74,521.01,8.4548,393,38.67,23.2985,47
176,643.27,1406.76,553.49,47.36,520.98,8.4562,394,38.67,23.2596,46
177,642.98,1414.12,552.47,47.5,521.37,8.4152,395,38.78,23.1925,45
178,642.93,1415.57,553.46,47.63,520.9,8.4147,393,38.72,23.3584,44
179,643.05,1409.71,552.67,47.58,521.16,8.4452,393,38.74,23.2796,43
180,643.12,1407.59,553.65,47.6,521.3,8.4777,394,38.92,23.2615,42
181,642.46,1416.42,553.87,47.67,520.66,8.4533,394,38.79,23.2998,41
182,642.52,1402.63,551.64,47.6,521.46,8.4713,394,38.56,23.2454,40
183,642.42,1413.84,553.31,47.7,521.23,8.4669,393,38.87,23.2024,39
184,643.28,1411.88,552.38,47.64,520.96,8.4488,392,38.71,23.1587,38
185,643.29,1409.21,553.49,47.76,521.26,8.4546,395,38.82,23.1941,37
186,642.89,1418.86,553.36,47.67,521.33,8.4693,394,38.66,23.2836,36
187,643.45,1411.57,552.18,47.66,520.92,8.4521,395,38.68,23.1507,35
188,642.95,1415.61,553.15,47.76,520.76,8.4842,395,38.71,23.2227,34
189,643.62,1409.61,552.27,47.55,520.55,8.4361,394,38.69,23.2579,33
190,643.61,1422.12,552.72,47.66,520.36,8.4489,393,38.66,23.2405,32
191,642.89,1413.63,553.26,47.89,520.82,8.4584,395,38.78,23.2666,31
192,642.54,1413.05,552.89,47.87,520.77,8.4334,394,38.51,23.221,30
193,643.83,1416.85,552.75,47.95,520.99,8.4283,394,38.76,23.1036,29
194,643.56,1415.76,552.45,47.75,520.46,8.4773,396,38.74,23.1346,28
195,642.87,1418.29,552.44,47.82,520.46,8.4724,394,38.9,23.2763,27
196,643.37,1415.41,552.72,47.88,520.1,8.4474,395,38.64,23.2171,26
197,642.87,1416.91,553.45,47.86,520.62,8.4712,394,38.64,23.2308,25
198,642.91,1413.88,552.9,47.95,520.96,8.4608,395,38.65,23.1398,24
199,642.94,1418.63,552.79,47.67,520.35,8.454,394,38.53,23.1722,23
200,642.72,1424.28,552.86,47.91,520.68,8.4866,397,38.66,23.1687,22
201,643.42,1417.62,552.7,47.71,520.55,8.4804,394,38.8,23.1797,21
202,643.03,1419.0,551.74,47.89,520.89,8.4989,394,38.56,23.2298,20
203,643.63,1422.41,551.85,48.13,520.72,8.4695,394,38.65,23.2638,19
204,643.35,1420.54,552.39,47.86,520.35,8.5224,396,38.68,23.0884,18
205,643.31,1421.8,552.2,47.88,520.63,8.4756,394,38.68,23.2222,17
206,643.71,1417.02,552.09,47.88,520.3,8.5098,394,38.7,23.1211,16
207,643.78,1422.45,552.49,47.86,520.3,8.4876,395,38.63,23.2049,15
208,643.28,1418.13,552.12,47.98,520.09,8.485,396,38.54,23.3365,14
209,643.61,1413.32,552.65,47.71,520.71,8.499,395,38.57,23.148,13
210,643.65,1415.11,551.86,47.89,520.18,8.502,396,38.45,23.0745,12
211,643.47,1419.52,552.1,48.06,520.81,8.453,395,38.42,23.2101,11
212,643.39,1417.97,552.7,47.85,520.66,8.5234,397,38.48,23.1374,10
213,643.87,1422.53,552.14,48.1,520.09,8.4907,396,38.4,23.1233,9
214,643.4,1427.82,552.02,47.89,519.95,8.4933,394,38.41,23.3222,8
215,643.01,1429.1,552.17,47.9,519.6,8.5234,395,38.68,23.0892,7
216,643.36,1424.69,552.12,47.91,520.33,8.5054,397,38.59,23.1391,6
217,642.5,1423.45,551.76,48.03,520.15,8.526,395,38.42,23.1359,5
218,643.7,1426.21,551.45,48.09,520.23,8.4954,395,38.47,23.1209,4
219,643.46,1424.54,552.03,48.06,519.83,8.523,396,38.48,23.234,3
220,643.46,1422.76,551.73,47.95,520.23,8.5182,396,38.53,23.2187,2
221,642.5,1409.01,551.77,48.08,521.63,8.5312,395,38.86,23.1596,1
222,643.66,1409.01,552.7,48.09,520.02,8.5159,393,38.51,23.1434,0
1,642.2,1395.39,554.78,47.13,522.29,8.3935,392,39.03,23.4919,125
2,641.81,1389.78,554.63,47.18,522.33,8.3643,391,39.12,23.4647,125
3,642.05,1392.21,554.48,47.46,522.31,8.3758,392,39.16,23.3271,125
4,642.19,1394.48,554.07,47.26,521.69,8.3784,391,39.06,23.4017,125
5,642.32,1398.36,554.73,47.15,522.56,8.4056,391,38.98,23.3377,125
6,641.88,1398.81,554.49,47.11,522.6,8.396,392,38.99,23.4387,125
7,642.43,1400.55,553.98,47.12,522.38,8.3946,391,38.97,23.4719,125
8,642.21,1400.84,554.46,47.02,522.67,8.4047,391,39.18,23.422,125
9,641.85,1400.39,554.83,47.29,522.49,8.3542,392,38.93,23.4871,125
10,641.71,1399.96,554.29,47.21,521.98,8.3836,390,38.93,23.3689,125
11,642.69,1403.4,553.97,47.17,522.38,8.4111,391,38.92,23.4216,125
12,642.24,1398.4,554.93,47.14,521.77,8.4222,391,39.11,23.4267,125
13,642.53,1400.43,554.63,47.27,522.1,8.3639,392,39.15,23.4336,125
14,642.27,1391.25,554.02,47.22,522.44,8.4309,394,39.0,23.3445,125
15,642.61,1406.64,554.31,47.28,522.36,8.3758,392,39.05,23.2728,125
16,642.51,1400.99,554.38,47.23,521.95,8.4237,391,39.01,23.4991,125
17,641.61,1397.7,554.39,47.26,522.45,8.4331,390,38.89,23.3643,125
18,641.92,1394.4,554.03,47.28,522.14,8.392,392,38.98,23.4803,125
